A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73,A74,A75,A76,A77,A78,A79,A80,A81,A82,A83,A84,A85,A86
36.0,1.0,3.0,4.0,8.0,0.0,6.0,0.0,3.0,7.0,0.0,2.0,0.0,3.0,6.0,0.0,3.0,,2.0,1.0,2.0,1.0,3.0,3.0,1.0,0.0,4.0,5.0,0.0,1.0,8.0,7.0,2.0,0.0,7.0,2.0,4.0,3.0,3.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,556.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
30.0,1.0,3.0,4.0,7.0,0.0,5.0,1.0,3.0,6.0,1.0,3.0,1.0,5.0,4.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,9.0,0.0,,0.0,6.0,1.0,2.0,6.0,2.0,5.0,4.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,362.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
29.0,1.0,3.0,4.0,7.0,2.0,4.0,0.0,4.0,7.0,0.0,2.0,0.0,3.0,6.0,1.0,1.0,7.0,2.0,0.0,0.0,3.0,3.0,3.0,1.0,0.0,2.0,5.0,2.0,1.0,8.0,5.0,2.0,2.0,7.0,2.0,0.0,7.0,2.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1
23.0,1.0,1.0,2.0,5.0,1.0,4.0,1.0,4.0,2.0,2.0,5.0,5.0,3.0,1.0,1.0,4.0,4.0,2.0,0.0,0.0,2.0,2.0,4.0,2.0,1.0,2.0,5.0,1.0,7.0,2.0,6.0,0.0,2.0,7.0,2.0,4.0,3.0,2.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
5.0,1.0,2.0,3.0,1.0,0.0,5.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,1.0,3.0,5.0,2.0,1.0,0.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,6.0,3.0,6.0,1.0,3.0,8.0,1.0,4.0,3.0,3.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,681.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
31.0,1.0,2.0,3.0,7.0,0.0,6.0,0.0,3.0,5.0,1.0,3.0,3.0,4.0,2.0,3.0,2.0,5.0,3.0,0.0,0.0,4.0,3.0,0.0,2.0,2.0,0.0,3.0,3.0,3.0,6.0,846.0,1.0,2.0,5.0,268.0,2.0,0.0,7.0,0.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
13.0,1.0,2.0,2.0,3.0,0.0,9.0,0.0,0.0,4.0,0.0,5.0,5.0,0.0,4.0,5.0,0.0,4.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,5.0,4.0,9.0,0.0,0.0,4.0,5.0,364.0,9.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
39.0,2.0,3.0,3.0,9.0,1.0,5.0,0.0,3.0,7.0,1.0,2.0,1.0,2.0,6.0,1.0,4.0,5.0,0.0,1.0,0.0,3.0,2.0,3.0,1.0,3.0,2.0,4.0,1.0,3.0,6.0,6.0,2.0,2.0,6.0,3.0,2.0,4.0,3.0,1.0,1.0,4.0,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
33.0,1.0,2.0,3.0,8.0,0.0,7.0,2.0,0.0,9.0,0.0,0.0,3.0,4.0,3.0,3.0,4.0,3.0,1.0,0.0,0.0,1.0,4.0,4.0,1.0,1.0,5.0,2.0,2.0,2.0,7.0,7.0,0.0,2.0,7.0,2.0,94.0,3.0,4.0,3.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11.0,1.0,3.0,3.0,3.0,1.0,4.0,2.0,3.0,5.0,2.0,3.0,2.0,4.0,4.0,2.0,6.0,3.0,2.0,1.0,947.0,3.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,8.0,6.0,2.0,2.0,6.0,3.0,1.0,4.0,3.0,2.0,0.0,5.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33.0,1.0,3.0,3.0,8.0,0.0,3.0,4.0,3.0,9.0,0.0,0.0,0.0,1.0,8.0,0.0,4.0,5.0,1.0,0.0,0.0,3.0,5.0,2.0,1.0,2.0,1.0,4.0,3.0,9.0,0.0,5.0,3.0,2.0,7.0,2.0,0.0,3.0,3.0,4.0,0.0,7.0,3.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
3.0,1.0,5.0,3.0,1.0,1.0,5.0,2.0,3.0,5.0,1.0,4.0,0.0,4.0,5.0,0.0,9.0,0.0,4.0,2.0,0.0,2.0,1.0,1.0,0.0,4.0,0.0,5.0,0.0,0.0,9.0,5.0,1.0,3.0,5.0,4.0,3.0,2.0,3.0,2.0,1.0,5.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
35.0,1.0,2.0,4.0,8.0,2.0,5.0,1.0,2.0,8.0,0.0,1.0,2.0,5.0,3.0,1.0,5.0,4.0,2.0,0.0,0.0,3.0,3.0,3.0,1.0,886.0,5.0,4.0,0.0,8.0,1.0,8.0,1.0,1.0,4.0,5.0,2.0,5.0,2.0,0.0,0.0,3.0,5.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
39.0,1.0,2.0,5.0,9.0,0.0,5.0,4.0,0.0,0.0,0.0,9.0,7.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,6.0,3.0,7.0,2.0,7.0,1.0,2.0,7.0,2.0,7.0,2.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
32.0,1.0,3.0,3.0,7.0,1.0,4.0,2.0,3.0,7.0,1.0,2.0,2.0,3.0,4.0,1.0,3.0,5.0,1.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,2.0,4.0,1.0,4.0,5.0,6.0,2.0,2.0,7.0,2.0,1.0,4.0,4.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,195.0,0.0,0.0,0.0,0.0,0
24.0,1.0,2.0,3.0,145.0,1.0,3.0,1.0,5.0,4.0,2.0,4.0,4.0,2.0,3.0,1.0,3.0,6.0,1.0,0.0,1.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,7.0,2.0,6.0,0.0,3.0,8.0,1.0,5.0,4.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,541.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
5.0,1.0,3.0,3.0,1.0,2.0,3.0,1.0,4.0,6.0,1.0,2.0,1.0,4.0,5.0,1.0,6.0,2.0,2.0,,0.0,6.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,7.0,2.0,6.0,1.0,2.0,6.0,3.0,2.0,6.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33.0,1.0,4.0,2.0,8.0,0.0,6.0,0.0,3.0,5.0,0.0,4.0,1.0,1.0,8.0,2.0,2.0,6.0,0.0,0.0,1.0,2.0,6.0,1.0,0.0,2.0,1.0,5.0,3.0,1.0,8.0,8.0,1.0,1.0,8.0,1.0,417.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
575.0,2.0,5.0,3.0,9.0,0.0,6.0,0.0,3.0,9.0,0.0,0.0,0.0,3.0,6.0,0.0,4.0,5.0,0.0,0.0,0.0,3.0,312.0,0.0,0.0,2.0,3.0,5.0,0.0,3.0,6.0,9.0,0.0,0.0,9.0,0.0,6.0,0.0,3.0,0.0,915.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
33.0,1.0,3.0,2.0,8.0,0.0,7.0,0.0,2.0,7.0,2.0,0.0,0.0,4.0,5.0,0.0,2.0,7.0,0.0,2.0,0.0,2.0,4.0,2.0,0.0,0.0,4.0,5.0,0.0,2.0,7.0,5.0,4.0,0.0,9.0,0.0,0.0,5.0,4.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
31.0,1.0,2.0,3.0,7.0,0.0,6.0,0.0,3.0,3.0,0.0,6.0,3.0,4.0,3.0,0.0,3.0,588.0,2.0,0.0,0.0,2.0,4.0,4.0,1.0,0.0,2.0,4.0,3.0,9.0,0.0,5.0,0.0,4.0,5.0,4.0,5.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
24.0,1.0,2.0,2.0,5.0,0.0,3.0,1.0,6.0,5.0,2.0,3.0,3.0,2.0,4.0,1.0,4.0,5.0,1.0,0.0,0.0,3.0,4.0,2.0,1.0,2.0,2.0,5.0,1.0,8.0,1.0,6.0,1.0,2.0,8.0,1.0,6.0,3.0,1.0,,0.0,2.0,2.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
33.0,1.0,2.0,4.0,8.0,0.0,2.0,2.0,5.0,7.0,,2.0,0.0,6.0,3.0,407.0,2.0,7.0,0.0,0.0,0.0,3.0,4.0,3.0,0.0,2.0,0.0,7.0,0.0,9.0,0.0,7.0,2.0,0.0,9.0,0.0,6.0,3.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
6.0,1.0,3.0,3.0,2.0,0.0,5.0,2.0,0.0,7.0,0.0,2.0,0.0,3.0,6.0,7.0,1.0,2.0,7.0,0.0,0.0,0.0,1.0,2.0,7.0,0.0,1.0,1.0,2.0,2.0,7.0,8.0,1.0,0.0,4.0,5.0,1.0,1.0,5.0,4.0,0.0,6.0,8.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,1.0,3.0,3.0,1.0,0.0,6.0,0.0,3.0,8.0,0.0,1.0,0.0,4.0,5.0,4.0,3.0,3.0,2.0,3.0,0.0,2.0,3.0,1.0,5.0,2.0,0.0,3.0,0.0,2.0,7.0,7.0,2.0,0.0,2.0,105.0,0.0,5.0,4.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
23.0,1.0,2.0,3.0,5.0,0.0,6.0,1.0,2.0,6.0,1.0,3.0,3.0,4.0,2.0,2.0,6.0,1.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,4.0,2.0,2.0,0.0,7.0,2.0,7.0,,2.0,7.0,2.0,1.0,6.0,2.0,2.0,0.0,4.0,3.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
39.0,1.0,3.0,3.0,9.0,0.0,7.0,0.0,2.0,9.0,0.0,0.0,0.0,3.0,6.0,2.0,4.0,4.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,57439.0,3.0,5.0,0.0,7.0,2.0,9.0,0.0,0.0,9.0,0.0,2.0,4.0,3.0,0.0,0.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
10.0,1.0,3.0,3.0,3.0,2.0,3.0,0.0,5.0,7.0,2.0,0.0,0.0,4.0,5.0,1.0,6.0,3.0,2.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,4.0,4.0,0.0,8.0,1.0,9.0,0.0,0.0,6.0,3.0,1.0,2.0,6.0,1.0,0.0,5.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
33.0,1.0,2.0,4.0,8.0,0.0,5.0,0.0,4.0,6.0,0.0,,3.0,4.0,2.0,1.0,1.0,8.0,0.0,2.0,0.0,1.0,7.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,9.0,7.0,2.0,0.0,7.0,2.0,7.0,2.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
23.0,1.0,1.0,2.0,5.0,0.0,0.0,0.0,9.0,3.0,0.0,6.0,6.0,2.0,2.0,0.0,6.0,3.0,0.0,0.0,139.0,2.0,3.0,2.0,0.0,4.0,3.0,3.0,0.0,4.0,5.0,0.0,0.0,9.0,9.0,0.0,4.0,5.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33.0,1.0,3.0,4.0,8.0,0.0,4.0,0.0,5.0,5.0,0.0,4.0,3.0,2.0,5.0,0.0,2.0,7.0,0.0,0.0,2.0,0.0,3.0,4.0,0.0,0.0,3.0,3.0,4.0,0.0,9.0,6.0,0.0,3.0,9.0,0.0,6.0,4.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
33.0,1.0,3.0,2.0,8.0,0.0,2.0,4.0,4.0,8.0,1.0,1.0,1.0,4.0,5.0,0.0,5.0,4.0,0.0,0.0,0.0,4.0,1.0,5.0,0.0,3.0,2.0,4.0,0.0,5.0,4.0,8.0,1.0,0.0,9.0,0.0,8.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
40.0,1.0,3.0,2.0,10.0,0.0,6.0,0.0,3.0,6.0,3.0,0.0,0.0,5.0,4.0,1.0,7.0,2.0,3.0,0.0,3.0,3.0,0.0,1.0,4.0,2.0,2.0,2.0,0.0,0.0,9.0,4.0,5.0,0.0,3.0,2.0,0.0,4.0,4.0,2.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0
11.0,1.0,2.0,3.0,3.0,0.0,3.0,0.0,6.0,3.0,2.0,4.0,3.0,2.0,5.0,3.0,4.0,4.0,0.0,2.0,0.0,4.0,2.0,3.0,3.0,2.0,0.0,5.0,0.0,7.0,2.0,5.0,2.0,2.0,5.0,4.0,2.0,4.0,4.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
36.0,1.0,2.0,4.0,8.0,0.0,9.0,0.0,0.0,6.0,0.0,3.0,3.0,3.0,3.0,1.0,6.0,2.0,0.0,3.0,0.0,4.0,0.0,3.0,0.0,4.0,2.0,3.0,0.0,2.0,7.0,4.0,2.0,3.0,5.0,4.0,3.0,5.0,0.0,2.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
22.0,1.0,2.0,2.0,5.0,1.0,4.0,2.0,3.0,4.0,1.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,1.0,2.0,0.0,4.0,4.0,0.0,2.0,2.0,0.0,5.0,0.0,6.0,3.0,6.0,0.0,3.0,7.0,2.0,4.0,0.0,5.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
36.0,1.0,4.0,3.0,8.0,0.0,4.0,0.0,5.0,9.0,0.0,0.0,0.0,4.0,5.0,4.0,1.0,5.0,1.0,0.0,0.0,4.0,3.0,3.0,1.0,3.0,0.0,5.0,0.0,9.0,0.0,9.0,0.0,0.0,6.0,3.0,0.0,4.0,4.0,1.0,0.0,5.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8.0,1.0,3.0,2.0,2.0,2.0,4.0,1.0,4.0,6.0,1.0,3.0,1.0,4.0,,2.0,5.0,2.0,2.0,2.0,0.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,6.0,3.0,7.0,1.0,2.0,6.0,3.0,3.0,4.0,3.0,0.0,0.0,3.0,7.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
30.0,1.0,2.0,3.0,7.0,0.0,6.0,0.0,3.0,3.0,1.0,5.0,7.0,0.0,2.0,4.0,454.0,5.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,3.0,3.0,0.0,4.0,4.0,5.0,6.0,1.0,2.0,6.0,3.0,5.0,5.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
8.0,1.0,2.0,3.0,2.0,1.0,5.0,0.0,3.0,7.0,1.0,2.0,3.0,3.0,4.0,0.0,5.0,4.0,3.0,0.0,0.0,0.0,5.0,2.0,0.0,4.0,2.0,0.0,2.0,0.0,9.0,6.0,2.0,2.0,6.0,3.0,0.0,5.0,3.0,2.0,0.0,5.0,7.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
